Feature1,Feature2,Feature3,Feature4,Feature5,Label
-2.524699808326414,0.443956223450785,1.522900932889506,-0.7422480135662024,2.684639097577446,1
2.0075325172075527,-1.4630959572934734,-0.885174434448376,1.177544724769586,-0.20972932041457382,2
1.3210060661542926,-2.4018553034874754,-1.4262613358901401,1.2916352267604467,-1.2430348519706342,2
-1.1977061864723404,-0.7635316594070691,0.47551906907730646,-1.109952837036249,1.4476255254501957,1
1.3670988560264452,-0.0658639644697927,-0.38047271927931914,-0.6741905603382268,-0.3476086759358381,2
-0.9075002227164979,-0.9350726361091553,-0.1611800303699043,-1.6644767353332222,-0.0653785694758664,1
-1.6674739798187166,-2.4631211356916385,-0.7143824855569642,0.17698631145506066,-0.6393193888487617,2
-2.407374161936458,0.17534959484628654,0.3045292626066642,0.7322345071326534,-0.4805679826923097,0
0.23514791809094127,0.6319581439331852,-0.36384338781294523,-0.17494456600131203,-1.4870346454987198,2
-0.663648658363934,0.8554917493825793,0.03932495866920734,-0.3770441691342582,-0.9854510599082793,0
1.4324678484750302,0.7881598631033235,0.6252434278480875,1.2902611290460646,1.7764695117903404,0
-0.2883917312260711,0.8758636715496769,-0.8792421348923106,1.0357246425830327,-3.4306552434530753,1
1.365542356009418,-2.0038104801403955,-1.1259058025586495,-0.5713742524172769,-0.7249565568352175,2
-0.8198486241520907,-1.3487700866575492,-0.6176721332513709,-1.5215968426326696,-0.9481142399904412,2
0.7767980149003036,-1.5229604666861822,-1.0878976673244212,-0.24936410162594572,-1.34015662307782,2
1.6659984941851715,-0.029969493475800135,0.6829812680323782,1.4067808557880386,2.791928635778702,0
-1.0891463123219611,-1.3848809399235724,-0.6305682255402393,-1.0122733568370152,-1.0852931676413042,2
1.6120821469737407,-1.1401817670998864,-0.9671897966958609,0.3144794724834049,-0.9287236884686962,2
-1.1839381360430785,2.775508679452977,0.542436978313378,-1.1788166402247968,-1.5387859341791863,0
0.9565504169652344,-0.5328037242804257,-0.7089342859403237,0.6983208157562021,-1.0643898375203602,2
-0.482567526165788,-1.226157960847437,0.04775211625628057,-1.0249923138187629,1.0004660205627136,1
-0.5192171350694821,-2.3565630090682212,-1.3968393552421778,0.5507877351167638,-2.108874043597685,2
-2.846502755442996,0.8765600735775285,1.9452024770979546,-1.0563279993057415,3.3375055156313396,1
0.616296949864981,0.6357912752493375,0.06258680153029911,-0.47386487015952894,-0.08958856076109223,0
-1.238176422881358,-0.5649294015934276,0.29577442005193105,-0.04546497612900444,0.7378366774081795,1
0.1871840407964359,3.5471661253690905,1.647512532531788,0.20001485117174814,1.586765855700079,0
-0.2804800042880471,-0.9623481721449499,-0.5590152285634653,0.021060198364359507,-0.862550598099348,1
1.4236283361098692,0.6032225711514705,0.05030486067815492,0.8197283316910118,0.3034696374095116,1
